dt_venda,loja,uf,produto,canal_venda,tipo_venda,vlr_venda,qt_venda,qt_dias_com_estoque,qt_dias_sem_estoque,qt_dias_com_estoque_aberta,qt_dias_sem_estoque_aberta,qt_dias_loja_fechada,estoque_loja,habilitador
2023-05-10,ABC3503,SP,Produto X,SITE,REGULAR,117.785.263.158,19,29,0,23,0,6,444,0
2023-01-31,ABC3503,SP,Produto X,SITE,PROMOCAO,113.9,21,23,0,20,0,3,169,0
2023-07-21,ABC3503,SP,Produto X,SITE,PROMOCAO,117.9,14,21,1,18,0,4,0,1
2023-01-20,ABC3503,SP,Produto X,SITE,REGULAR,124.9,8,30,0,23,0,7,235,0
2023-03-09,ABC3503,SP,Produto X,SITE,REGULAR,124.9,1,22,0,19,0,3,494,0
2023-05-04,ABC3503,SP,Produto Z,SITE,REGULAR,269.9,2,27,0,21,0,6,159,0
2023-02-07,ABC3503,SP,Produto X,SITE,PROMOCAO,113.9,3,23,0,20,0,3,249,0
2023-05-05,ABC3503,SP,Produto X,SITE,REGULAR,124.9,1,29,0,23,0,6,540,0
2023-02-07,ABC3503,SP,Produto X,SITE,PROMOCAO,113.9,16,23,0,20,0,3,249,0
2023-06-05,ABC3503,SP,Produto X,SITE,PROMOCAO,108.976.428.571,28,14,2,12,1,3,35,0
2023-04-24,ABC3503,SP,Produto X,SITE,REGULAR,106.431.428.571,7,29,0,23,0,6,322,0
2023-05-27,ABC3503,SP,Produto X,SITE,REGULAR,124.9,4,16,0,13,0,3,323,0
2023-04-15,ABC3503,SP,Produto X,SITE,REGULAR,121.156,5,23,0,19,0,4,414,0
2023-07-14,ABC3503,SP,Produto Z,SITE,REGULAR,279.9,1,22,0,18,0,4,87,0
2023-03-24,ABC3503,SP,Produto Z,SITE,REGULAR,269.9,1,21,0,18,0,3,111,0
2023-07-01,ABC3503,SP,Produto Z,SITE,REGULAR,263.0,0,22,0,18,0,4,55,0
2023-03-29,ABC3503,SP,Produto Z,SITE,REGULAR,269.9,1,21,0,17,0,4,85,0
2023-06-04,ABC3503,SP,Produto Z,SITE,REGULAR,263.0,0,16,0,13,0,3,106,0
2023-02-24,ABC3503,SP,Produto Z,SITE,REGULAR,269.9,2,22,0,19,0,3,46,0
2023-08-19,ABC3503,SP,Produto Z,SITE,REGULAR,279.9,2,21,0,19,0,2,48,0
2023-02-13,ABC3503,SP,Produto X,SITE,PROMOCAO,113.9,12,23,0,20,0,3,210,0
2023-03-30,ABC3503,SP,Produto Z,SITE,REGULAR,269.9,1,21,0,17,0,4,80,0
2023-08-06,ABC3503,SP,Produto Z,SITE,REGULAR,275.0,0,22,0,19,0,3,60,0
2023-05-09,ABC3503,SP,Produto X,SITE,REGULAR,124.9,1,29,0,23,0,6,484,0
2023-05-11,ABC3503,SP,Produto X,SITE,REGULAR,124.9,1,29,0,23,0,6,433,0
2023-09-22,ABC3503,SP,Produto X,SITE,REGULAR,127.0,0,7,14,1,0,20,0,1
2023-07-07,ABC3503,SP,Produto X,SITE,PROMOCAO,117.9,1,21,1,18,0,4,276,0
2023-06-03,ABC3503,SP,Produto Z,SITE,REGULAR,269.9,2,16,0,13,0,3,107,0
2023-06-14,ABC3503,SP,Produto X,SITE,REGULAR,121.0,0,19,2,16,1,4,0,1
2023-09-21,ABC3503,SP,Produto X,SITE,REGULAR,127.0,0,7,14,1,0,20,0,1
2023-02-04,ABC3503,SP,Produto Z,SITE,REGULAR,269.9,1,22,0,19,0,3,89,0
2023-08-21,ABC3503,SP,Produto Z,SITE,REGULAR,279.9,1,21,0,19,0,2,46,0
2023-04-14,ABC3503,SP,Produto X,SITE,REGULAR,124.9,8,23,0,19,0,4,425,0
2023-02-10,ABC3503,SP,Produto X,SITE,PROMOCAO,113.9,25,23,0,20,0,3,277,0
2023-04-18,ABC3503,SP,Produto Z,SITE,REGULAR,269.9,3,21,0,17,0,4,86,0
2023-04-06,ABC3503,SP,Produto X,SITE,REGULAR,124.9,3,23,0,19,0,4,464,0
2023-05-27,ABC3503,SP,Produto X,SITE,REGULAR,124.9,1,16,0,13,0,3,323,0
2023-03-18,ABC3503,SP,Produto Z,SITE,REGULAR,269.9,1,21,0,18,0,3,125,0
2023-01-26,ABC3503,SP,Produto X,SITE,PROMOCAO,113.9,17,23,0,20,0,3,256,0
2023-01-18,ABC7462,SP,Produto X,LOJA,PROMOCAO,122.0,0,28,0,23,0,5,21,0
2023-02-22,ABC7462,SP,Produto X,LOJA,PROMOCAO,121.0,0,19,2,11,0,10,12,0
2023-01-03,ABC7462,SP,Produto X,LOJA,PROMOCAO,122.0,0,28,0,23,0,5,10,0
2023-01-29,ABC7462,SP,Produto Z,LOJA,PROMOCAO,260.0,0,21,0,17,0,4,6,0
2023-01-17,ABC7462,SP,Produto Z,LOJA,PROMOCAO,213.0,0,28,0,23,0,5,5,1
2023-01-04,ABC7462,SP,Produto X,LOJA,PROMOCAO,122.0,0,28,0,23,0,5,10,0
2023-02-28,ABC7462,SP,Produto Z,LOJA,PROMOCAO,262.0,0,19,2,11,0,10,2,1
2023-01-31,ABC7462,SP,Produto Z,LOJA,PROMOCAO,260.0,0,21,0,17,0,4,5,1
2023-01-17,ABC7462,SP,Produto X,LOJA,PROMOCAO,122.0,0,28,0,23,0,5,19,0
2023-01-09,ABC7462,SP,Produto Z,LOJA,PROMOCAO,213.0,0,28,0,23,0,5,3,1
2023-01-16,ABC7462,SP,Produto Z,LOJA,PROMOCAO,213.0,0,28,0,23,0,5,5,1
2023-02-25,ABC7462,SP,Produto Z,LOJA,PROMOCAO,262.0,0,19,2,11,0,10,2,1
2023-02-11,ABC7462,SP,Produto Z,LOJA,PROMOCAO,260.0,0,21,0,17,0,4,5,1
2023-02-23,ABC7462,SP,Produto X,LOJA,PROMOCAO,119.43,1,19,2,11,0,10,12,0
2023-02-15,ABC7462,SP,Produto Z,LOJA,PROMOCAO,262.0,0,19,2,11,0,10,5,1
2023-01-01,ABC7462,SP,Produto Z,LOJA,PROMOCAO,213.0,0,28,0,23,0,5,3,1
2023-03-02,ABC7462,SP,Produto X,LOJA,PROMOCAO,121.0,0,19,2,11,0,10,11,0
2023-02-07,ABC7462,SP,Produto X,LOJA,PROMOCAO,113.0,0,21,0,17,0,4,14,0
2023-01-08,ABC7462,SP,Produto X,LOJA,PROMOCAO,122.0,0,28,0,23,0,5,10,0
2023-01-18,ABC7462,SP,Produto Z,LOJA,PROMOCAO,213.0,0,28,0,23,0,5,6,0
2023-02-13,ABC7462,SP,Produto Z,LOJA,PROMOCAO,262.0,0,19,2,11,0,10,5,1
2023-03-05,ABC7462,SP,Produto X,LOJA,PROMOCAO,121.0,0,19,2,11,0,10,0,1
2023-02-21,ABC7462,SP,Produto Z,LOJA,PROMOCAO,262.0,0,19,2,11,0,10,3,1
2023-02-13,ABC7462,SP,Produto X,LOJA,PROMOCAO,124.9,1,19,2,11,0,10,13,0
2023-03-04,ABC7462,SP,Produto Z,LOJA,PROMOCAO,262.0,0,19,2,11,0,10,0,1
2023-02-15,ABC7462,SP,Produto X,LOJA,PROMOCAO,121.0,0,19,2,11,0,10,13,0
2023-02-12,ABC7462,SP,Produto Z,LOJA,PROMOCAO,260.0,0,21,0,17,0,4,5,1
2023-01-07,ABC7462,SP,Produto X,LOJA,PROMOCAO,114.37,1,28,0,23,0,5,11,0
2023-02-20,ABC7462,SP,Produto Z,LOJA,PROMOCAO,262.0,0,19,2,11,0,10,3,1
2023-01-21,ABC7462,SP,Produto X,LOJA,PROMOCAO,122.0,0,28,0,23,0,5,21,0
2023-03-01,ABC7462,SP,Produto X,LOJA,PROMOCAO,121.0,0,19,2,11,0,10,11,0
2023-01-07,ABC7462,SP,Produto Z,LOJA,PROMOCAO,213.0,0,28,0,23,0,5,3,1
2023-01-20,ABC7462,SP,Produto Z,LOJA,PROMOCAO,213.0,0,28,0,23,0,5,6,0
2023-01-24,ABC7462,SP,Produto X,LOJA,PROMOCAO,103.53,2,21,0,17,0,4,21,0
2023-01-15,ABC7462,SP,Produto X,LOJA,PROMOCAO,122.0,0,28,0,23,0,5,19,0
2023-02-17,ABC7462,SP,Produto Z,LOJA,PROMOCAO,262.0,0,19,2,11,0,10,3,1
2023-01-23,ABC7462,SP,Produto Z,LOJA,PROMOCAO,260.0,0,21,0,17,0,4,6,0
2023-01-02,ABC7462,SP,Produto Z,LOJA,PROMOCAO,213.0,0,28,0,23,0,5,3,1
2023-01-28,ABC7462,SP,Produto Z,LOJA,PROMOCAO,260.0,0,21,0,17,0,4,6,0
2023-01-27,ABC7462,SP,Produto X,LOJA,PROMOCAO,113.0,0,21,0,17,0,4,16,0
2023-01-27,ABC7462,SP,Produto Z,LOJA,PROMOCAO,260.0,0,21,0,17,0,4,6,0
2023-01-24,ABC7462,SP,Produto Z,LOJA,PROMOCAO,260.0,0,21,0,17,0,4,6,0
2023-01-11,ABC7462,SP,Produto Z,LOJA,PROMOCAO,213.0,0,28,0,23,0,5,3,1
2023-03-02,ABC7462,SP,Produto Z,LOJA,PROMOCAO,262.0,0,19,2,11,0,10,2,1
2023-02-02,ABC7462,SP,Produto X,LOJA,PROMOCAO,113.0,0,21,0,17,0,4,15,0
2023-01-03,ABC7462,SP,Produto Z,LOJA,PROMOCAO,213.0,0,28,0,23,0,5,3,1
2023-02-09,ABC7462,SP,Produto Z,LOJA,PROMOCAO,260.0,0,21,0,17,0,4,5,1
2023-01-12,ABC7462,SP,Produto Z,LOJA,PROMOCAO,213.0,0,28,0,23,0,5,3,1
2023-02-11,ABC7462,SP,Produto X,LOJA,PROMOCAO,113.0,0,21,0,17,0,4,14,0
2023-02-24,ABC7462,SP,Produto X,LOJA,PROMOCAO,121.0,0,19,2,11,0,10,11,0
2023-01-30,ABC7462,SP,Produto Z,LOJA,PROMOCAO,269.9,1,21,0,17,0,4,6,0
2023-01-16,ABC7462,SP,Produto X,LOJA,PROMOCAO,122.0,0,28,0,23,0,5,19,0
2023-01-10,ABC7462,SP,Produto X,LOJA,PROMOCAO,122.0,0,28,0,23,0,5,10,0
2023-01-23,ABC7462,SP,Produto X,LOJA,PROMOCAO,113.0,0,21,0,17,0,4,21,0
2023-01-19,ABC7462,SP,Produto X,LOJA,PROMOCAO,122.0,0,28,0,23,0,5,21,0
2023-02-08,ABC7462,SP,Produto Z,LOJA,PROMOCAO,260.0,0,21,0,17,0,4,5,1
2023-01-05,ABC7462,SP,Produto X,LOJA,PROMOCAO,122.0,0,28,0,23,0,5,10,0
2023-02-03,ABC7462,SP,Produto Z,LOJA,PROMOCAO,260.0,0,21,0,17,0,4,5,1
2023-02-12,ABC7462,SP,Produto X,LOJA,PROMOCAO,113.0,0,21,0,17,0,4,14,0
2023-02-22,ABC7462,SP,Produto Z,LOJA,PROMOCAO,262.0,0,19,2,11,0,10,3,1
2023-02-18,ABC7462,SP,Produto Z,LOJA,PROMOCAO,262.0,0,19,2,11,0,10,3,1
2023-02-28,ABC7462,SP,Produto X,LOJA,PROMOCAO,121.0,0,19,2,11,0,10,11,0
2023-02-10,ABC7462,SP,Produto X,LOJA,PROMOCAO,113.0,0,21,0,17,0,4,14,0
2023-02-05,ABC7462,SP,Produto X,LOJA,PROMOCAO,113.0,0,21,0,17,0,4,14,0
2023-02-26,ABC7462,SP,Produto X,LOJA,PROMOCAO,121.0,0,19,2,11,0,10,11,0
2023-01-08,ABC7462,SP,Produto Z,LOJA,PROMOCAO,213.0,0,28,0,23,0,5,3,1
2023-02-16,ABC7462,SP,Produto Z,LOJA,PROMOCAO,266.92,1,19,2,11,0,10,5,1
2023-02-17,ABC7462,SP,Produto X,LOJA,PROMOCAO,121.0,0,19,2,11,0,10,13,0
2023-02-04,ABC7462,SP,Produto Z,LOJA,PROMOCAO,260.0,0,21,0,17,0,4,5,1
2023-02-25,ABC7462,SP,Produto X,LOJA,PROMOCAO,121.0,0,19,2,11,0,10,11,0
2023-02-20,ABC7462,SP,Produto X,LOJA,PROMOCAO,122.02,1,19,2,11,0,10,13,0
2023-02-06,ABC7462,SP,Produto Z,LOJA,PROMOCAO,260.0,0,21,0,17,0,4,5,1
2023-01-13,ABC7462,SP,Produto Z,LOJA,PROMOCAO,213.0,0,28,0,23,0,5,3,1
2023-01-13,ABC7462,SP,Produto X,LOJA,PROMOCAO,122.0,0,28,0,23,0,5,11,0
2023-02-14,ABC7462,SP,Produto X,LOJA,PROMOCAO,121.0,0,19,2,11,0,10,13,0
2023-02-27,ABC7462,SP,Produto X,LOJA,PROMOCAO,121.0,0,19,2,11,0,10,11,0
2023-01-06,ABC7462,SP,Produto Z,LOJA,PROMOCAO,213.0,0,28,0,23,0,5,3,1
2023-02-05,ABC7462,SP,Produto Z,LOJA,PROMOCAO,260.0,0,21,0,17,0,4,5,1
2023-01-01,ABC7462,SP,Produto X,LOJA,PROMOCAO,122.0,0,28,0,23,0,5,10,0
2023-01-20,ABC7462,SP,Produto X,LOJA,PROMOCAO,122.0,0,28,0,23,0,5,21,0
2023-03-01,ABC7462,SP,Produto Z,LOJA,PROMOCAO,262.0,0,19,2,11,0,10,2,1
2023-01-31,ABC7462,SP,Produto X,LOJA,PROMOCAO,103.29,1,21,0,17,0,4,16,0
2023-01-12,ABC7462,SP,Produto X,LOJA,PROMOCAO,122.0,0,28,0,23,0,5,11,0
2023-02-19,ABC7462,SP,Produto Z,LOJA,PROMOCAO,262.0,0,19,2,11,0,10,3,1
2023-01-29,ABC7462,SP,Produto X,LOJA,PROMOCAO,113.0,0,21,0,17,0,4,16,0
2023-03-03,ABC7462,SP,Produto X,LOJA,PROMOCAO,121.0,0,19,2,11,0,10,11,0
2023-01-25,ABC7462,SP,Produto Z,LOJA,PROMOCAO,260.0,0,21,0,17,0,4,6,0
2023-02-10,ABC7462,SP,Produto Z,LOJA,PROMOCAO,260.0,0,21,0,17,0,4,5,1
2023-02-07,ABC7462,SP,Produto Z,LOJA,PROMOCAO,260.0,0,21,0,17,0,4,5,1
2023-01-15,ABC7462,SP,Produto Z,LOJA,PROMOCAO,213.0,0,28,0,23,0,5,5,1
2023-03-03,ABC7462,SP,Produto Z,LOJA,PROMOCAO,262.0,0,19,2,11,0,10,2,1
2023-02-01,ABC7462,SP,Produto Z,LOJA,PROMOCAO,260.0,0,21,0,17,0,4,5,1
2023-01-30,ABC7462,SP,Produto X,LOJA,PROMOCAO,113.0,0,21,0,17,0,4,16,0
2023-01-06,ABC7462,SP,Produto X,LOJA,PROMOCAO,122.0,0,28,0,23,0,5,11,0
2023-03-04,ABC7462,SP,Produto X,LOJA,PROMOCAO,121.0,0,19,2,11,0,10,0,1
2023-02-23,ABC7462,SP,Produto Z,LOJA,PROMOCAO,269.9,1,19,2,11,0,10,3,1
2023-02-27,ABC7462,SP,Produto Z,LOJA,PROMOCAO,262.0,0,19,2,11,0,10,2,1
2023-02-06,ABC7462,SP,Produto X,LOJA,PROMOCAO,113.0,0,21,0,17,0,4,14,0
2023-02-24,ABC7462,SP,Produto Z,LOJA,PROMOCAO,262.0,0,19,2,11,0,10,2,1
2023-02-21,ABC7462,SP,Produto X,LOJA,PROMOCAO,121.0,0,19,2,11,0,10,12,0
2023-01-14,ABC7462,SP,Produto X,LOJA,PROMOCAO,122.0,0,28,0,23,0,5,19,0
2023-01-09,ABC7462,SP,Produto X,LOJA,PROMOCAO,122.0,0,28,0,23,0,5,10,0
2023-01-26,ABC7462,SP,Produto Z,LOJA,PROMOCAO,260.0,0,21,0,17,0,4,6,0
2023-02-04,ABC7462,SP,Produto X,LOJA,PROMOCAO,113.0,0,21,0,17,0,4,14,0
2023-01-05,ABC7462,SP,Produto Z,LOJA,PROMOCAO,213.0,0,28,0,23,0,5,3,1
2023-01-14,ABC7462,SP,Produto Z,LOJA,PROMOCAO,213.0,0,28,0,23,0,5,5,1
2023-02-18,ABC7462,SP,Produto X,LOJA,PROMOCAO,121.0,0,19,2,11,0,10,13,0
2023-02-08,ABC7462,SP,Produto X,LOJA,PROMOCAO,113.0,0,21,0,17,0,4,14,0
2023-01-11,ABC7462,SP,Produto X,LOJA,PROMOCAO,122.0,0,28,0,23,0,5,10,0
2023-01-19,ABC7462,SP,Produto Z,LOJA,PROMOCAO,213.0,0,28,0,23,0,5,6,0
2023-01-22,ABC7462,SP,Produto Z,LOJA,PROMOCAO,213.0,0,28,0,23,0,5,6,0
2023-01-28,ABC7462,SP,Produto X,LOJA,PROMOCAO,113.0,0,21,0,17,0,4,16,0
2023-01-10,ABC7462,SP,Produto Z,LOJA,PROMOCAO,213.0,0,28,0,23,0,5,3,1
2023-02-14,ABC7462,SP,Produto Z,LOJA,PROMOCAO,262.0,0,19,2,11,0,10,5,1
2023-01-26,ABC7462,SP,Produto X,LOJA,PROMOCAO,111.41,3,21,0,17,0,4,19,0
2023-02-03,ABC7462,SP,Produto X,LOJA,PROMOCAO,113.9,1,21,0,17,0,4,15,0
2023-01-25,ABC7462,SP,Produto X,LOJA,PROMOCAO,113.0,0,21,0,17,0,4,19,0
2023-02-01,ABC7462,SP,Produto X,LOJA,PROMOCAO,113.0,0,21,0,17,0,4,15,0
2023-02-09,ABC7462,SP,Produto X,LOJA,PROMOCAO,113.0,0,21,0,17,0,4,14,0
2023-01-04,ABC7462,SP,Produto Z,LOJA,PROMOCAO,213.0,0,28,0,23,0,5,3,1
2023-02-26,ABC7462,SP,Produto Z,LOJA,PROMOCAO,262.0,0,19,2,11,0,10,2,1
2023-01-22,ABC7462,SP,Produto X,LOJA,PROMOCAO,122.0,0,28,0,23,0,5,21,0
2023-02-02,ABC7462,SP,Produto Z,LOJA,PROMOCAO,260.0,0,21,0,17,0,4,5,1
2023-03-05,ABC7462,SP,Produto Z,LOJA,PROMOCAO,262.0,0,19,2,11,0,10,0,1
2023-02-16,ABC7462,SP,Produto X,LOJA,PROMOCAO,121.0,0,19,2,11,0,10,13,0
2023-02-19,ABC7462,SP,Produto X,LOJA,PROMOCAO,121.0,0,19,2,11,0,10,13,0
2023-01-02,ABC7462,SP,Produto X,LOJA,PROMOCAO,122.0,0,28,0,23,0,5,10,0
2023-01-21,ABC7462,SP,Produto Z,LOJA,PROMOCAO,213.0,0,28,0,23,0,5,6,0
2023-03-14,ABC7652,SP,Produto Z,LOJA,PROMOCAO,263.0,0,21,0,18,0,3,3,1
2023-01-18,ABC7652,SP,Produto Z,LOJA,PROMOCAO,213.0,0,28,0,24,0,4,3,1
2023-03-29,ABC7652,SP,Produto X,LOJA,REGULAR,122.0,0,21,0,18,0,3,8,0
2023-02-10,ABC7652,SP,Produto X,LOJA,PROMOCAO,113.0,0,21,0,18,0,3,10,0
2023-02-03,ABC7652,SP,Produto Z,LOJA,PROMOCAO,260.0,0,21,0,18,0,3,3,1
2023-03-07,ABC7652,SP,Produto Z,LOJA,PROMOCAO,263.0,0,21,0,18,0,3,2,1
2023-06-22,ABC7652,SP,Produto Z,LOJA,PROMOCAO,264.97,1,20,0,17,0,3,4,1
2023-04-18,ABC7652,SP,Produto Z,LOJA,REGULAR,265.0,0,28,0,24,0,4,3,1
2023-03-20,ABC7652,SP,Produto Z,LOJA,PROMOCAO,263.0,0,21,0,18,0,3,3,1
2023-06-07,ABC7652,SP,Produto Z,LOJA,REGULAR,263.0,0,14,1,13,1,1,2,1
2023-02-04,ABC7652,SP,Produto X,LOJA,PROMOCAO,113.0,0,21,0,18,0,3,10,0
2023-06-06,ABC7652,SP,Produto Z,LOJA,REGULAR,263.0,0,14,1,13,1,1,2,1
2023-04-10,ABC7652,SP,Produto Z,LOJA,REGULAR,264.0,0,21,0,18,0,3,3,1
2023-06-08,ABC7652,SP,Produto Z,LOJA,REGULAR,263.0,0,14,1,13,1,1,2,1
2023-05-15,ABC7652,SP,Produto Z,LOJA,PROMOCAO,264.0,0,11,3,9,3,2,0,1
2023-01-03,ABC7652,SP,Produto Z,LOJA,PROMOCAO,264.96,1,28,0,24,0,4,3,1
2023-03-19,ABC7652,SP,Produto Z,LOJA,PROMOCAO,263.0,0,21,0,18,0,3,3,1
2023-01-06,ABC7652,SP,Produto Z,LOJA,PROMOCAO,213.0,0,28,0,24,0,4,2,1
2023-06-14,ABC7652,SP,Produto Z,LOJA,PROMOCAO,263.0,0,20,0,17,0,3,1,1
2023-02-05,ABC7652,SP,Produto Z,LOJA,PROMOCAO,260.0,0,21,0,18,0,3,3,1
2023-02-26,ABC7652,SP,Produto X,LOJA,PROMOCAO,121.0,0,21,0,16,0,5,10,0
2023-03-08,ABC7652,SP,Produto Z,LOJA,PROMOCAO,263.0,0,21,0,18,0,3,2,1
2023-04-13,ABC7652,SP,Produto Z,LOJA,REGULAR,264.0,0,21,0,18,0,3,3,1
2023-03-07,ABC7652,SP,Produto X,LOJA,PROMOCAO,123.47,1,21,0,18,0,3,10,0
2023-04-17,ABC7652,SP,Produto X,LOJA,PROMOCAO,115.0,0,28,0,24,0,4,6,0
2023-01-04,ABC7652,SP,Produto X,LOJA,PROMOCAO,122.0,0,28,0,24,0,4,2,1
2023-02-01,ABC7652,SP,Produto X,LOJA,PROMOCAO,113.0,0,21,0,18,0,3,5,1
2023-08-12,ABC7652,SP,Produto Z,LOJA,REGULAR,275.0,0,9,12,7,0,14,0,1
2023-06-10,ABC7652,SP,Produto Z,LOJA,REGULAR,224.59,2,14,1,13,1,1,2,1
2023-07-15,ABC7652,SP,Produto X,LOJA,PROMOCAO,117.0,0,21,0,18,0,3,9,0
2023-06-09,ABC7652,SP,Produto Z,LOJA,REGULAR,263.0,0,14,1,13,1,1,2,1
2023-01-07,ABC7652,SP,Produto X,LOJA,PROMOCAO,122.0,0,28,0,24,0,4,2,1
2023-03-09,ABC7652,SP,Produto Z,LOJA,PROMOCAO,263.0,0,21,0,18,0,3,2,1
2023-05-30,ABC7652,SP,Produto X,LOJA,PROMOCAO,105.0,0,15,0,14,0,1,9,0
2023-05-19,ABC7652,SP,Produto Z,LOJA,PROMOCAO,264.0,0,11,3,9,3,2,1,1
2023-05-30,ABC7652,SP,Produto Z,LOJA,REGULAR,254.0,1,14,1,13,1,1,2,1
2023-04-03,ABC7652,SP,Produto Z,LOJA,REGULAR,264.0,0,21,0,18,0,3,2,1
2023-01-12,ABC7652,SP,Produto X,LOJA,PROMOCAO,122.0,0,28,0,24,0,4,5,1
2023-07-18,ABC7652,SP,Produto Z,LOJA,PROMOCAO,273.0,0,21,0,18,0,3,2,1
2023-03-25,ABC7652,SP,Produto Z,LOJA,PROMOCAO,263.0,0,21,0,18,0,3,3,1
2023-07-07,ABC7652,SP,Produto X,LOJA,PROMOCAO,117.0,0,21,0,18,0,3,4,1
2023-07-17,ABC7652,SP,Produto X,LOJA,PROMOCAO,117.0,0,21,0,18,0,3,9,0
2023-04-26,ABC7652,SP,Produto Z,LOJA,REGULAR,265.0,0,28,0,24,0,4,3,1
2023-05-12,ABC7652,SP,Produto Z,LOJA,REGULAR,265.0,0,28,0,24,0,4,4,1
2023-03-27,ABC7652,SP,Produto X,LOJA,REGULAR,122.0,0,21,0,18,0,3,8,0
2023-03-05,ABC7652,SP,Produto X,LOJA,PROMOCAO,121.0,0,21,0,16,0,5,10,0
2023-04-04,ABC7652,SP,Produto Z,LOJA,REGULAR,264.0,0,21,0,18,0,3,2,1
2023-04-06,ABC7652,SP,Produto Z,LOJA,REGULAR,264.0,0,21,0,18,0,3,2,1
2023-06-12,ABC7652,SP,Produto X,LOJA,PROMOCAO,91.63,1,15,0,14,0,1,8,0
2023-02-14,ABC7652,SP,Produto X,LOJA,PROMOCAO,121.0,0,21,0,16,0,5,10,0
2023-07-26,ABC7652,SP,Produto Z,LOJA,REGULAR,275.0,0,9,12,7,0,14,1,1
2023-02-12,ABC7652,SP,Produto X,LOJA,PROMOCAO,113.0,0,21,0,18,0,3,10,0
2023-05-14,ABC7652,SP,Produto Z,LOJA,REGULAR,269.9,2,28,0,24,0,4,2,1
2023-07-31,ABC7652,SP,Produto Z,LOJA,REGULAR,275.0,0,9,12,7,0,14,2,1
2023-02-06,ABC7652,SP,Produto Z,LOJA,PROMOCAO,260.0,0,21,0,18,0,3,3,1
2023-03-13,ABC7652,SP,Produto X,LOJA,PROMOCAO,122.0,0,21,0,18,0,3,9,0
2023-06-23,ABC7652,SP,Produto Z,LOJA,PROMOCAO,263.0,0,20,0,17,0,3,3,1
2023-03-04,ABC7652,SP,Produto Z,LOJA,PROMOCAO,262.0,0,21,0,16,0,5,2,1
2023-05-20,ABC7652,SP,Produto Z,LOJA,PROMOCAO,264.0,0,11,3,9,3,2,4,1
2023-02-07,ABC7652,SP,Produto X,LOJA,PROMOCAO,113.0,0,21,0,18,0,3,10,0
2023-07-30,ABC7652,SP,Produto X,LOJA,REGULAR,125.0,0,9,12,7,0,14,9,0
2023-04-09,ABC7652,SP,Produto Z,LOJA,REGULAR,264.0,0,21,0,18,0,3,3,1
2023-03-02,ABC7652,SP,Produto Z,LOJA,PROMOCAO,262.0,0,21,0,16,0,5,2,1
2023-01-24,ABC7652,SP,Produto Z,LOJA,PROMOCAO,260.0,0,21,0,18,0,3,3,1
2023-03-03,ABC7652,SP,Produto X,LOJA,PROMOCAO,121.0,0,21,0,16,0,5,10,0
2023-02-14,ABC7652,SP,Produto Z,LOJA,PROMOCAO,262.0,0,21,0,16,0,5,3,1
2023-02-22,ABC7652,SP,Produto Z,LOJA,PROMOCAO,262.0,0,21,0,16,0,5,3,1
2023-07-21,ABC7652,SP,Produto X,LOJA,PROMOCAO,117.0,0,21,0,18,0,3,9,0
2023-07-09,ABC7652,SP,Produto X,LOJA,PROMOCAO,117.0,0,21,0,18,0,3,4,1
2023-04-04,ABC7652,SP,Produto X,LOJA,REGULAR,122.0,0,21,0,18,0,3,7,0
2023-06-02,ABC7652,SP,Produto Z,LOJA,REGULAR,263.0,0,14,1,13,1,1,1,1
2023-02-11,ABC7652,SP,Produto X,LOJA,PROMOCAO,113.0,0,21,0,18,0,3,10,0
2023-08-09,ABC7652,SP,Produto X,LOJA,REGULAR,125.0,0,9,12,7,0,14,0,1
2023-03-01,ABC7652,SP,Produto Z,LOJA,PROMOCAO,248.28,1,21,0,16,0,5,3,1
2023-06-25,ABC7652,SP,Produto Z,LOJA,PROMOCAO,263.0,0,20,0,17,0,3,3,1
2023-02-08,ABC7652,SP,Produto X,LOJA,PROMOCAO,113.0,0,21,0,18,0,3,10,0
2023-03-22,ABC7652,SP,Produto X,LOJA,PROMOCAO,116.17,1,21,0,18,0,3,9,0
2023-07-27,ABC7652,SP,Produto Z,LOJA,REGULAR,275.0,0,9,12,7,0,14,1,1
2023-04-11,ABC7652,SP,Produto X,LOJA,REGULAR,122.0,0,21,0,18,0,3,6,0
2023-03-30,ABC7652,SP,Produto X,LOJA,REGULAR,122.0,0,21,0,18,0,3,8,0
2023-06-12,ABC7652,SP,Produto Z,LOJA,REGULAR,244.335,2,14,1,13,1,1,0,1
2023-02-09,ABC7652,SP,Produto X,LOJA,PROMOCAO,113.0,0,21,0,18,0,3,10,0
2023-05-16,ABC7652,SP,Produto X,LOJA,PROMOCAO,122.0,0,14,0,12,0,2,7,0
2023-07-18,ABC7652,SP,Produto X,LOJA,PROMOCAO,117.0,0,21,0,18,0,3,9,0
2023-06-27,ABC7652,SP,Produto Z,LOJA,PROMOCAO,263.0,0,20,0,17,0,3,3,1
2023-02-19,ABC7652,SP,Produto X,LOJA,PROMOCAO,121.0,0,21,0,16,0,5,10,0
2023-03-15,ABC7652,SP,Produto X,LOJA,PROMOCAO,122.0,0,21,0,18,0,3,9,0
2023-07-05,ABC7652,SP,Produto Z,LOJA,PROMOCAO,273.0,0,21,0,18,0,3,3,1
2023-01-20,ABC7652,SP,Produto X,LOJA,PROMOCAO,122.0,0,28,0,24,0,4,5,1
2023-05-23,ABC7652,SP,Produto Z,LOJA,PROMOCAO,227.03,1,11,3,9,3,2,4,1
